fieldNumber,fieldSpeciesName,infraSpecificRank,infraSpecificName,otherSpeciesName,altitude,sourceOfCoordinates,coordinatePrecision,coordinateUncertainty,dateCreated,sourceFile,generalNotes,hybridStatus,hybridStatusNotes,archived,nswNumber,sampleDate,bundleNumber,boxNumber,livingCollectionId,populationGeneticsId,collectionNotes,tissueSampleColumn,tissueSampleType,hmNumber,herbariumId,herbariumSpecimenIrn,herbariumSpecimenCollector,herbariumCollectionDate,dateToDart,dartServiceNumber,dartOptimization,dartSequencing,duplicateSampleSent,dartNotes,dateToMtAnnan,destructiveSamplingDate,destructiveSamplingBy,destructiveSamplingSiteName,populationInfoId,phenologyId,eventId,idCurrent,acceptedName,genus,species,provisionalAcceptedStatus,taxonType,locality,nationalPark,natureReserve,peoplePresent,stateConservationArea,stateForest,otherTenure,eventKey,plants10m,adultsPresent,juvenilesPresent,speciesIdConfidence,speciesIdNotes,nativeStatus,populationNotes,reproductiveState,flowers,fruit,dartOrderCount,dartOrderServiceNumbers,projectsString,id,type,date,decimalLongitude,decimalLatitude,geodeticDatum
,Planchonella australis,,,,511.0,GPS,4017.0,,2021-12-12 23:02:05.345384+00:00,species_2021-12-11 080958.853621.txt,,,,False,NSW1088407,2021-12-10T00:00:00+00:00,,,,,,,Tissue,,,,,,,,,,,,,,,,popnInfo-LeAoZv4n,phenology-79147391,09f45c50-595e-11ec-f1ea-194c1dd5979a,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Palm Grove section ,Tamborine National Park,,"Jarrah , Bill McDonald ",,,,09f45c50-595e-11ec-f1ea-194c1dd5979a,,Yes,Yes,,,,,,Not present,Mature,1,DPout22-7748,RandR,,,,153.24409302225098,-27.95873963560188,WGS84
,Planchonella australis,,,,126.0,GPS,89.0,,2021-12-22 03:06:26.951015+00:00,species_2021-12-22 112634.699300.txt,,,,False,NSW1088335,2021-12-17T00:00:00+00:00,,,,,,,Tissue,,,,,,,,,,,,,,,,popnInfo-LeAoZv4n,phenology-45082eb1,7053a060-5ed0-11ec-89bf-f1ff99c59652,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Neurum Creek ,,,Jarrah ,,,,7053a060-5ed0-11ec-89bf-f1ff99c59652,,Yes,Yes,,,,,Fertile,Not present,"Seed released, Mature",1,DPout22-7748,RandR,,,,152.683190240542,-26.970410100671987,WGS84
,Planchonella australis,,,,89.0,GPS,66.0,,2021-12-22 03:06:26.951015+00:00,species_2021-12-22 112634.699300.txt,,,,False,NSW1088199,2021-12-17T00:00:00+00:00,,,,,,,Tissue,,,,,,,,,,,,,,,,popnInfo-LeAoZv4n,phenology-1427c0b1,7053a060-5ed0-11ec-89bf-f1ff99c59652,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Neurum Creek ,,,Jarrah ,,,,7053a060-5ed0-11ec-89bf-f1ff99c59652,,Yes,Yes,,,,,Fertile,Not present,"Seed released, Mature",1,DPout22-7748,RandR,,,,152.68314598988187,-26.970228069706753,WGS84
,Planchonella australis,,,,89.0,GPS,66.0,,2021-12-22 03:06:26.951015+00:00,species_2021-12-22 112634.699300.txt,,,,False,NSW1088194,2021-12-17T00:00:00+00:00,,,,,,,Tissue,,,,,,,,,,,,,,,,popnInfo-LeAoZv4n,phenology-45919811,7053a060-5ed0-11ec-89bf-f1ff99c59652,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Neurum Creek ,,,Jarrah ,,,,7053a060-5ed0-11ec-89bf-f1ff99c59652,,Yes,Yes,,,,,Fertile,Not present,"Seed released, Mature",1,DPout22-7748,RandR,,,,152.68314598988187,-26.970228069706753,WGS84
,Planchonella australis,,,,89.0,GPS,66.0,,2021-12-22 03:06:26.951015+00:00,species_2021-12-22 112634.699300.txt,,,,False,NSW1088204,2021-12-17T00:00:00+00:00,,,,,,,Tissue,,,,,,,,,,,,,,,,popnInfo-LeAoZv4n,phenology-01898f01,7053a060-5ed0-11ec-89bf-f1ff99c59652,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Neurum Creek ,,,Jarrah ,,,,7053a060-5ed0-11ec-89bf-f1ff99c59652,,Yes,Yes,,,,,Fertile,Not present,"Seed released, Mature",1,DPout22-7748,RandR,,,,152.68314598988187,-26.970228069706753,WGS84
,Planchonella australis,,,,89.0,GPS,66.0,,2021-12-22 03:06:26.951015+00:00,species_2021-12-22 112634.699300.txt,,,,False,NSW1088348,2021-12-17T00:00:00+00:00,,,,,,,Tissue,,,,,,,,,,,,,,,,popnInfo-LeAoZv4n,phenology-ac0dca81,7053a060-5ed0-11ec-89bf-f1ff99c59652,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Neurum Creek ,,,Jarrah ,,,,7053a060-5ed0-11ec-89bf-f1ff99c59652,,Yes,Yes,,,,,Fertile,Not present,"Seed released, Mature",1,DPout22-7748,RandR,,,,152.68314598988187,-26.970228069706753,WGS84
,Planchonella australis,,,,128.0,GPS,61.0,,2021-12-22 03:06:26.951015+00:00,species_2021-12-22 112634.699300.txt,,,,False,NSW1088328,2021-12-17T00:00:00+00:00,,,,,,,Tissue,,,,,,,,,,,,,,,,popnInfo-LeAoZv4n,phenology-8b04d7a1,7053a060-5ed0-11ec-89bf-f1ff99c59652,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Neurum Creek ,,,Jarrah ,,,,7053a060-5ed0-11ec-89bf-f1ff99c59652,,Yes,Yes,,,,,Fertile,Not present,"Seed released, Mature",1,DPout22-7748,RandR,,,,152.68306440636619,-26.970145317809564,WGS84
,Planchonella australis,,,,296.0,GPS,56.0,,2022-01-05 03:56:20.692726+00:00,species_2022-01-04 153123.209548.txt,,,,False,NSW1088126,2022-01-03T00:00:00+00:00,,,,,,,Tissue,,,,,,,,,,,,,,,,popnInfo-LeAoZv4n,phenology-75c34241,4c5b5ea0-6c2c-11ec-bb52-a7eaef96318b,True,Planchonella australis,Planchonella,australis,n.a.,ALA,"The Mill, Mt Mee",D’Aguilar National Park,,Jarrah ,,,,4c5b5ea0-6c2c-11ec-bb52-a7eaef96318b,,Yes,Yes,,,,,Sterile,,,1,DPout22-7748,RandR,,,,152.70821077077468,-27.078817400799203,WGS84
,Planchonella australis,,,,251.0,GPS,74.0,,2022-01-05 03:56:20.692726+00:00,species_2022-01-04 153123.209548.txt,,,,False,NSW1088069,2022-01-03T00:00:00+00:00,,,,,,,Tissue,,,,,,,,,,,,,,,,popnInfo-LeAoZv4n,phenology-785d3c21,4c5b5ea0-6c2c-11ec-bb52-a7eaef96318b,True,Planchonella australis,Planchonella,australis,n.a.,ALA,"The Mill, Mt Mee",D’Aguilar National Park,,Jarrah ,,,,4c5b5ea0-6c2c-11ec-bb52-a7eaef96318b,,Yes,Yes,,,,,Sterile,,,1,DPout22-7748,RandR,,,,152.70962283231904,-27.079343287990547,WGS84
,Planchonella australis,,,,251.0,GPS,74.0,,2022-01-05 03:56:20.692726+00:00,species_2022-01-04 153123.209548.txt,,,,False,NSW1088060,2022-01-03T00:00:00+00:00,,,,,,,Tissue,,,,,,,,,,,,,,,,popnInfo-LeAoZv4n,phenology-466cda31,4c5b5ea0-6c2c-11ec-bb52-a7eaef96318b,True,Planchonella australis,Planchonella,australis,n.a.,ALA,"The Mill, Mt Mee",D’Aguilar National Park,,Jarrah ,,,,4c5b5ea0-6c2c-11ec-bb52-a7eaef96318b,,Yes,Yes,,,,,Sterile,,,1,DPout22-7748,RandR,,,,152.70962283231904,-27.079343287990547,WGS84
,Planchonella australis,,,,296.0,GPS,51.0,,2022-01-05 03:56:20.692726+00:00,species_2022-01-04 153123.209548.txt,,,,False,NSW1088166,2022-01-03T00:00:00+00:00,,,,,,,Tissue,,,,,,,,,,,,,,,,popnInfo-LeAoZv4n,phenology-cb1ee251,4c5b5ea0-6c2c-11ec-bb52-a7eaef96318b,True,Planchonella australis,Planchonella,australis,n.a.,ALA,"The Mill, Mt Mee",D’Aguilar National Park,,Jarrah ,,,,4c5b5ea0-6c2c-11ec-bb52-a7eaef96318b,,Yes,Yes,,,,,Sterile,,,1,DPout22-7748,RandR,,,,152.70894761981512,-27.079779511657247,WGS84
,Planchonella australis,,,,296.0,GPS,51.0,,2022-01-05 03:56:20.692726+00:00,species_2022-01-04 153123.209548.txt,,,,False,NSW1088135,2022-01-03T00:00:00+00:00,,,,,,,Tissue,,,,,,,,,,,,,,,,popnInfo-LeAoZv4n,phenology-e9ea1d61,4c5b5ea0-6c2c-11ec-bb52-a7eaef96318b,True,Planchonella australis,Planchonella,australis,n.a.,ALA,"The Mill, Mt Mee",D’Aguilar National Park,,Jarrah ,,,,4c5b5ea0-6c2c-11ec-bb52-a7eaef96318b,,Yes,Yes,,,,,Sterile,,,1,DPout22-7748,RandR,,,,152.70894761981512,-27.079779511657247,WGS84
,Planchonella australis,,,,296.0,GPS,51.0,,2022-01-05 03:56:20.692726+00:00,species_2022-01-04 153123.209548.txt,,,,False,NSW1088130,2022-01-03T00:00:00+00:00,,,,,,,Tissue,,,,,,,,,,,,,,,,popnInfo-LeAoZv4n,phenology-ce799eb1,4c5b5ea0-6c2c-11ec-bb52-a7eaef96318b,True,Planchonella australis,Planchonella,australis,n.a.,ALA,"The Mill, Mt Mee",D’Aguilar National Park,,Jarrah ,,,,4c5b5ea0-6c2c-11ec-bb52-a7eaef96318b,,Yes,Yes,,,,,Sterile,,,1,DPout22-7748,RandR,,,,152.70894761981512,-27.079779511657247,WGS84
,Planchonella australis,,,,287.0,GPS,11.0,,2022-01-05 03:56:20.692726+00:00,species_2022-01-04 153123.209548.txt,,,,False,NSW1088146,2022-01-03T00:00:00+00:00,,,,,,,Tissue,,,,,,,,,,,,,,,,popnInfo-LeAoZv4n,phenology-f2266490,4c5b5ea0-6c2c-11ec-bb52-a7eaef96318b,True,Planchonella australis,Planchonella,australis,n.a.,ALA,"The Mill, Mt Mee",D’Aguilar National Park,,Jarrah ,,,,4c5b5ea0-6c2c-11ec-bb52-a7eaef96318b,,Yes,Yes,,,,,Sterile,,,1,DPout22-7748,RandR,,,,152.70895513527682,-27.08090157044374,WGS84
,Planchonella australis,,,,244.0,GPS,5421.0,,2022-02-01 00:39:38.768358+00:00,species_2022-02-01 100229.526140.txt,,,,False,NSW1087551,2022-01-28T00:00:00+00:00,,,,,,,Tissue,,,,,,,,,,,,,,,,popnInfo-LeAoZv4n,phenology-9a21a941,9a9a4130-7fc8-11ec-a65c-cbb76d69508d,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Bulburin ,,,"Jarrah , Bill McDonald , Brent Raddick",,,Bulburin NP ,9a9a4130-7fc8-11ec-a65c-cbb76d69508d,,Yes,Yes,,,,,Sterile,Not present,Not present,1,DPout22-7748,RandR,,,,151.5377119142961,-24.322804197239464,WGS84
,Planchonella australis,,,,302.45,GPS,6.67,,2022-12-19 04:01:14.722369+00:00,species_export_06-12-2022 10-53-00.csv,,,,False,NSW1174600,2022-12-02T13:00:00+00:00,,,,,Adult approximately 10m tall with multiple stems and suckering from base. Next to river crossing at picnic area,,Tissue,,,,,,,,,,,,,,,,popnInfo-4249fa6f,phenology-c3d66184,924da98b-17b3-488a-a064-91962ed786d8,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Telegherry River,,,dimon.richard@gmail.com,,,,924da98b-17b3-488a-a064-91962ed786d8,Less than 5,Yes,Not Sure,Confident,,Native - wild, ,Sterile,,,1,DPout22-7748,RandR,,,,151.7417837,-32.2230882,WGS84
,Planchonella australis,,,,277.21,GPS,6.0,,2022-12-19 04:09:51.871142+00:00,species_export_06-12-2022 10-53-00take3.csv,,,,False,NSW1174519,2022-12-02T13:00:00+00:00,,,,,Collected at Coachwood campsite.,,Tissue,,,,,,,,,,,,,,,,popnInfo-4249fa6f,phenology-f622a719,924da98b-17b3-488a-a064-91962ed786d8,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Telegherry River,,,dimon.richard@gmail.com,,,,924da98b-17b3-488a-a064-91962ed786d8,Less than 5,Yes,Not Sure,Confident,,Native - wild, ,Sterile,,,1,DPout22-7748,RandR,,,,151.7609894,-32.2158174,WGS84
,Planchonella australis,,,,,GPS,5000.0,,2022-12-19 05:00:55.579479+00:00,species_export_WambinaNRPlanchonella.csv,,,,False,NSW1075809,2022-12-19T03:53:44.207000+00:00,,,,,"These samples were most likely collected by Joel, but they weren't databased on RNR. R. Dimon databaed the samples in 2022 with generalised GPS points for the site.",,Tissue,,,,,,,,,,,,,,,,popnInfo-5ytfghne,phenology-65ygheyb,wabinaNR_sitegeneralised_nodata,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Wambina Nature Reserve (Generalised Site Info),,,,,,,wabinaNR_sitegeneralised_nodata,,,,,,,,,,,1,DPout22-7748,RandR,,,,151.44,-33.401,WGS84
,Planchonella australis,,,,,GPS,5000.0,,2022-12-19 05:00:55.579479+00:00,species_export_WambinaNRPlanchonella.csv,,,,False,NSW1075805,2022-12-19T03:53:44.207000+00:00,,,,,"These samples were most likely collected by Joel, but they weren't databased on RNR. R. Dimon databaed the samples in 2022 with generalised GPS points for the site.",,Tissue,,,,,,,,,,,,,,,,popnInfo-5ytfghne,phenology-65ygheyb,wabinaNR_sitegeneralised_nodata,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Wambina Nature Reserve (Generalised Site Info),,,,,,,wabinaNR_sitegeneralised_nodata,,,,,,,,,,,1,DPout22-7748,RandR,,,,151.44,-33.401,WGS84
,Planchonella australis,,,,,GPS,5000.0,,2022-12-19 05:00:55.579479+00:00,species_export_WambinaNRPlanchonella.csv,,,,False,NSW1075810,2022-12-19T03:53:44.207000+00:00,,,,,"These samples were most likely collected by Joel, but they weren't databased on RNR. R. Dimon databaed the samples in 2022 with generalised GPS points for the site.",,Tissue,,,,,,,,,,,,,,,,popnInfo-5ytfghne,phenology-65ygheyb,wabinaNR_sitegeneralised_nodata,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Wambina Nature Reserve (Generalised Site Info),,,,,,,wabinaNR_sitegeneralised_nodata,,,,,,,,,,,1,DPout22-7748,RandR,,,,151.44,-33.401,WGS84
,Planchonella australis,,,,,GPS,5000.0,,2022-12-19 05:00:55.579479+00:00,species_export_WambinaNRPlanchonella.csv,,,,False,NSW1075811,2022-12-19T03:53:44.207000+00:00,,,,,"These samples were most likely collected by Joel, but they weren't databased on RNR. R. Dimon databaed the samples in 2022 with generalised GPS points for the site.",,Tissue,,,,,,,,,,,,,,,,popnInfo-5ytfghne,phenology-65ygheyb,wabinaNR_sitegeneralised_nodata,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Wambina Nature Reserve (Generalised Site Info),,,,,,,wabinaNR_sitegeneralised_nodata,,,,,,,,,,,1,DPout22-7748,RandR,,,,151.44,-33.401,WGS84
,Planchonella australis,,,,,GPS,5000.0,,2022-12-19 05:00:55.579479+00:00,species_export_WambinaNRPlanchonella.csv,,,,False,NSW1075807,2022-12-19T03:53:44.207000+00:00,,,,,"These samples were most likely collected by Joel, but they weren't databased on RNR. R. Dimon databaed the samples in 2022 with generalised GPS points for the site.",,Tissue,,,,,,,,,,,,,,,,popnInfo-5ytfghne,phenology-65ygheyb,wabinaNR_sitegeneralised_nodata,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Wambina Nature Reserve (Generalised Site Info),,,,,,,wabinaNR_sitegeneralised_nodata,,,,,,,,,,,1,DPout22-7748,RandR,,,,151.44,-33.401,WGS84
,Planchonella australis,,,,,GPS,5000.0,,2022-12-19 05:00:55.579479+00:00,species_export_WambinaNRPlanchonella.csv,,,,False,NSW1075806,2022-12-19T03:53:44.207000+00:00,,,,,"These samples were most likely collected by Joel, but they weren't databased on RNR. R. Dimon databaed the samples in 2022 with generalised GPS points for the site.",,Tissue,,,,,,,,,,,,,,,,popnInfo-5ytfghne,phenology-65ygheyb,wabinaNR_sitegeneralised_nodata,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Wambina Nature Reserve (Generalised Site Info),,,,,,,wabinaNR_sitegeneralised_nodata,,,,,,,,,,,1,DPout22-7748,RandR,,,,151.44,-33.401,WGS84
1,Planchonella australis,,,,,GPS,,,2022-08-12 02:10:47.134476+00:00,species_2022-08-05_AF_P6.csv,,,,False,NSW1040081,2012-12-31T13:00:00+00:00,,,,,Project Rainforest bioplatforms; Box 002. GPS generalised.,,Tissue,,,,,,,,,,,,,,,,popnInfo-85f07027,phenology-1c46fcdc,MaryCairncrossParkMaleny_Kooyman_2013,True,Planchonella australis,Planchonella,australis,n.a.,ALA,"Mary Cairncross Park, Maleny",,,Rob Kooyman,,,,MaryCairncrossParkMaleny_Kooyman_2013,,,,,,,,,,,0,,Rainforest bioplatforms,,,,152.881,-26.776,WGS84
2,Planchonella australis,,,,,GPS,,,2022-08-12 02:10:47.134476+00:00,species_2022-08-05_AF_P6.csv,,,,False,NSW1040082,2012-12-31T13:00:00+00:00,,,,,Project Rainforest bioplatforms; Box 002. GPS generalised.,,Tissue,,,,,,,,,,,,,,,,popnInfo-85f07027,phenology-fa98e4eb,MaryCairncrossParkMaleny_Kooyman_2013,True,Planchonella australis,Planchonella,australis,n.a.,ALA,"Mary Cairncross Park, Maleny",,,Rob Kooyman,,,,MaryCairncrossParkMaleny_Kooyman_2013,,,,,,,,,,,0,,Rainforest bioplatforms,,,,152.881,-26.776,WGS84
3,Planchonella australis,,,,,GPS,,,2022-08-12 02:10:47.134476+00:00,species_2022-08-05_AF_P6.csv,,,,False,NSW1040080,2012-12-31T13:00:00+00:00,,,,,Project Rainforest bioplatforms; Box 002. GPS generalised.,,Tissue,,,,,,,,,,,,,,,,popnInfo-85f07027,phenology-69963b8a,MaryCairncrossParkMaleny_Kooyman_2013,True,Planchonella australis,Planchonella,australis,n.a.,ALA,"Mary Cairncross Park, Maleny",,,Rob Kooyman,,,,MaryCairncrossParkMaleny_Kooyman_2013,,,,,,,,,,,0,,Rainforest bioplatforms,,,,152.881,-26.776,WGS84
4,Planchonella australis,,,,,GPS,,,2022-08-12 02:10:47.134476+00:00,species_2022-08-05_AF_P6.csv,,,,False,NSW1040083,2012-12-31T13:00:00+00:00,,,,,Project Rainforest bioplatforms; Box 002. GPS generalised.,,Tissue,,,,,,,,,,,,,,,,popnInfo-85f07027,phenology-cec43c3e,MaryCairncrossParkMaleny_Kooyman_2013,True,Planchonella australis,Planchonella,australis,n.a.,ALA,"Mary Cairncross Park, Maleny",,,Rob Kooyman,,,,MaryCairncrossParkMaleny_Kooyman_2013,,,,,,,,,,,0,,Rainforest bioplatforms,,,,152.881,-26.776,WGS84
5,Planchonella australis,,,,,GPS,,,2022-08-12 02:10:47.134476+00:00,species_2022-08-05_AF_P6.csv,,,,False,NSW1040084,2012-12-31T13:00:00+00:00,,,,,Project Rainforest bioplatforms; Box 002. GPS generalised.,,Tissue,,,,,,,,,,,,,,,,popnInfo-85f07027,phenology-264ca90e,MaryCairncrossParkMaleny_Kooyman_2013,True,Planchonella australis,Planchonella,australis,n.a.,ALA,"Mary Cairncross Park, Maleny",,,Rob Kooyman,,,,MaryCairncrossParkMaleny_Kooyman_2013,,,,,,,,,,,0,,Rainforest bioplatforms,,,,152.881,-26.776,WGS84
6,Planchonella australis,,,,,GPS,,,2022-08-12 02:10:47.134476+00:00,species_2022-08-05_AF_P6.csv,,,,False,NSW1040085,2012-12-31T13:00:00+00:00,,,,,Project Rainforest bioplatforms; Box 002. GPS generalised.,,Tissue,,,,,,,,,,,,,,,,popnInfo-85f07027,phenology-6eeddb7f,MaryCairncrossParkMaleny_Kooyman_2013,True,Planchonella australis,Planchonella,australis,n.a.,ALA,"Mary Cairncross Park, Maleny",,,Rob Kooyman,,,,MaryCairncrossParkMaleny_Kooyman_2013,,,,,,,,,,,0,,Rainforest bioplatforms,,,,152.881,-26.776,WGS84
7,Planchonella australis,,,,,GPS,,,2022-08-12 02:10:47.134476+00:00,species_2022-08-05_AF_P6.csv,,,,False,NSW1040086,2012-12-31T13:00:00+00:00,,,,,Project Rainforest bioplatforms; Box 002. GPS generalised.,,Tissue,,,,,,,,,,,,,,,,popnInfo-85f07027,phenology-af5c0dcf,MaryCairncrossParkMaleny_Kooyman_2013,True,Planchonella australis,Planchonella,australis,n.a.,ALA,"Mary Cairncross Park, Maleny",,,Rob Kooyman,,,,MaryCairncrossParkMaleny_Kooyman_2013,,,,,,,,,,,0,,Rainforest bioplatforms,,,,152.881,-26.776,WGS84
8,Planchonella australis,,,,,GPS,,,2022-08-12 02:10:47.134476+00:00,species_2022-08-05_AF_P6.csv,,,,False,NSW1040087,2012-12-31T13:00:00+00:00,,,,,Project Rainforest bioplatforms; Box 002. GPS generalised.,,Tissue,,,,,,,,,,,,,,,,popnInfo-85f07027,phenology-915bf481,MaryCairncrossParkMaleny_Kooyman_2013,True,Planchonella australis,Planchonella,australis,n.a.,ALA,"Mary Cairncross Park, Maleny",,,Rob Kooyman,,,,MaryCairncrossParkMaleny_Kooyman_2013,,,,,,,,,,,0,,Rainforest bioplatforms,,,,152.881,-26.776,WGS84
9,Planchonella australis,,,,,GPS,,,2022-08-12 02:10:47.134476+00:00,species_2022-08-05_AF_P6.csv,,,,False,NSW1040088,2012-12-31T13:00:00+00:00,,,,,Project Rainforest bioplatforms; Box 002. GPS generalised.,,Tissue,,,,,,,,,,,,,,,,popnInfo-85f07027,phenology-16967ca4,MaryCairncrossParkMaleny_Kooyman_2013,True,Planchonella australis,Planchonella,australis,n.a.,ALA,"Mary Cairncross Park, Maleny",,,Rob Kooyman,,,,MaryCairncrossParkMaleny_Kooyman_2013,,,,,,,,,,,0,,Rainforest bioplatforms,,,,152.881,-26.776,WGS84
10,Planchonella australis,,,,,GPS,,,2022-08-12 02:10:47.134476+00:00,species_2022-08-05_AF_P6.csv,,,,False,NSW1040089,2012-12-31T13:00:00+00:00,,,,,Project Rainforest bioplatforms; Box 002. GPS generalised.,,Tissue,,,,,,,,,,,,,,,,popnInfo-85f07027,phenology-33f4e40f,MaryCairncrossParkMaleny_Kooyman_2013,True,Planchonella australis,Planchonella,australis,n.a.,ALA,"Mary Cairncross Park, Maleny",,,Rob Kooyman,,,,MaryCairncrossParkMaleny_Kooyman_2013,,,,,,,,,,,0,,Rainforest bioplatforms,,,,152.881,-26.776,WGS84
Pa_1,Planchonella australis,,,,,,,,2019-05-09 14:00:00+00:00,Restore and Renew/DArT sending samples/Tracking forms (well numbers)/Pouteria optimisation.csv,,,,False,NSW1037092,,,,,,Box Project Dispersal; CollectorsID: Pa_1,,Tissue,,,,,,2018-07-30 14:00:00+00:00,DPout18-3661,True,False,False,,,,,,,,No_data_No_data,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Mount Hay (HAY),,,,,,,No_data_No_data,,,,,,,,,,,0,,Dispersal,,,,152.7266833,-30.37713333,WGS84
Pa_2,Planchonella australis,,,,,GPS,,,2022-08-12 06:35:01.487621+00:00,species_2022-08-05_Neim+pont.csv,,,,False,NSW1040075,2014-02-04T13:00:00+00:00,,,,,Box Project Dispersal; CollectorsID: Pa_2,,Tissue,,,,,,,,,,,,,,,,popnInfo-206259e8,phenology-da945ede,945751be-795f-4d19-a05f-3d3cbdf79980,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Dorrigo (DNP),Dorrigo National park,,Rob Kooyman,,,,945751be-795f-4d19-a05f-3d3cbdf79980,,,,,,,,,,,0,,Dispersal,,,,152.7266833,-30.37713333,WGS84
Pa_3,Planchonella australis,,,,,GPS,,,2022-08-12 06:35:01.487621+00:00,species_2022-08-05_Neim+pont.csv,,,,False,NSW1040066,2014-02-04T13:00:00+00:00,,,,,Box Project Dispersal; CollectorsID: Pa_3,,Tissue,,,,,,,,,,,,,,,,popnInfo-206259e8,phenology-ef32fb61,945751be-795f-4d19-a05f-3d3cbdf79980,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Dorrigo (DNP),Dorrigo National park,,Rob Kooyman,,,,945751be-795f-4d19-a05f-3d3cbdf79980,,,,,,,,,,,0,,Dispersal,,,,152.7266833,-30.37713333,WGS84
Pa_4,Planchonella australis,,,,,GPS,,,2022-08-12 06:35:01.487621+00:00,species_2022-08-05_Neim+pont.csv,,,,False,NSW1040071,2014-02-04T13:00:00+00:00,,,,,Box Project Dispersal; CollectorsID: Pa_4,,Tissue,,,,,,,,,,,,,,,,popnInfo-206259e8,phenology-75c66672,945751be-795f-4d19-a05f-3d3cbdf79980,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Dorrigo (DNP),Dorrigo National park,,Rob Kooyman,,,,945751be-795f-4d19-a05f-3d3cbdf79980,,,,,,,,,,,0,,Dispersal,,,,152.7266833,-30.37713333,WGS84
Pa_5,Planchonella australis,,,,,GPS,,,2022-08-12 06:35:01.487621+00:00,species_2022-08-05_Neim+pont.csv,,,,False,NSW1040072,2014-02-04T13:00:00+00:00,,,,,Box Project Dispersal; CollectorsID: Pa_5,,Tissue,,,,,,,,,,,,,,,,popnInfo-206259e8,phenology-3160d19c,945751be-795f-4d19-a05f-3d3cbdf79980,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Dorrigo (DNP),Dorrigo National park,,Rob Kooyman,,,,945751be-795f-4d19-a05f-3d3cbdf79980,,,,,,,,,,,0,,Dispersal,,,,152.7266833,-30.37713333,WGS84
Pa_6,Planchonella australis,,,,,GPS,,,2022-08-12 06:35:01.487621+00:00,species_2022-08-05_Neim+pont.csv,,,,False,NSW1040073,2014-02-04T13:00:00+00:00,,,,,Box Project Dispersal; CollectorsID: Pa_6,,Tissue,,,,,,,,,,,,,,,,popnInfo-206259e8,phenology-7b345d03,945751be-795f-4d19-a05f-3d3cbdf79980,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Dorrigo (DNP),Dorrigo National park,,Rob Kooyman,,,,945751be-795f-4d19-a05f-3d3cbdf79980,,,,,,,,,,,0,,Dispersal,,,,152.7266833,-30.37713333,WGS84
Pa_7,Planchonella australis,,,,,GPS,,,2022-08-12 06:35:01.487621+00:00,species_2022-08-05_Neim+pont.csv,,,,False,NSW1040074,2014-02-04T13:00:00+00:00,,,,,Box Project Dispersal; CollectorsID: Pa_7,,Tissue,,,,,,,,,,,,,,,,popnInfo-206259e8,phenology-d4937d56,945751be-795f-4d19-a05f-3d3cbdf79980,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Dorrigo (DNP),Dorrigo National park,,Rob Kooyman,,,,945751be-795f-4d19-a05f-3d3cbdf79980,,,,,,,,,,,0,,Dispersal,,,,152.7266833,-30.37713333,WGS84
Pa_8,Planchonella australis,,,,,GPS,,,2022-08-12 06:35:01.487621+00:00,species_2022-08-05_Neim+pont.csv,,,,False,NSW1040076,2014-02-04T13:00:00+00:00,,,,,Box Project Dispersal; CollectorsID: Pa_8,,Tissue,,,,,,,,,,,,,,,,popnInfo-206259e8,phenology-a0f3ac29,945751be-795f-4d19-a05f-3d3cbdf79980,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Dorrigo (DNP),Dorrigo National park,,Rob Kooyman,,,,945751be-795f-4d19-a05f-3d3cbdf79980,,,,,,,,,,,0,,Dispersal,,,,152.7266833,-30.37713333,WGS84
Pa_9,Planchonella australis,,,,,GPS,,,2022-08-12 06:35:01.487621+00:00,species_2022-08-05_Neim+pont.csv,,,,False,NSW1040077,2014-02-04T13:00:00+00:00,,,,,Box Project Dispersal; CollectorsID: Pa_9,,Tissue,,,,,,,,,,,,,,,,popnInfo-206259e8,phenology-bc471e32,945751be-795f-4d19-a05f-3d3cbdf79980,True,Planchonella australis,Planchonella,australis,n.a.,ALA,Dorrigo (DNP),Dorrigo National park,,Rob Kooyman,,,,945751be-795f-4d19-a05f-3d3cbdf79980,,,,,,,,,,,0,,Dispersal,,,,152.7266833,-30.37713333,WGS84
